Tweets,Category
youre welcome tarin have a great day,1
hey weve looked into your concern and have made a couple of changes to your account you should be able to request rides without any issue kindly check the help section of your app for more details,0
hey kritika sorry to hear about the trouble kindly let us know if theres a specific trip that you would like us to look into also share the registered details via direct message we will follow up,1
hey sagar we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey chavvi we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey sorry to hear about the trouble kindly share your registered details with us via direct message we will get back to you,0
hey kaikay sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey parag could you please elaborate your concern,1
hey sonia we have escalated your concern to the appropriate team who are looking into this on priority please allow us some time and we shall get back to you with an update sholy appreciate your understanding,1
hey there we see that your recent queries have been duly addressed please refer to the help section of the app for fuher details,1
hey savio sorry to hear about the trouble heres a quick linkvideo that will help resolve your fare related concerns in a matter of seconds,0
hey ayush sorry to hear about the trouble could you please share the screenshot of the error message reflecting on your uber app while you are trying to add upi as a payment method we shall look into it,0
hey nitin sorry to hear about the trouble kindly share your registered contact details via direct message and we will look into it,1
hello mohit please find the below link for help with your query,1
we understand your concern kaikay we do monitor such instances on a timely basis and take appropriate actions also weve made a note about your feedback here we use a pointbased model that records every feedback about drivers and helps take fuher actions,1
hey please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey jatin weve addressed your concern and processed a refund for this trip kindly check the help section of your app for more details,1
hey ankit please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey kishore were looking into this issue please give us some time while were working on this well get back to you with an update at the earliest,1
hey sanyam we understand this can be upsetting we have reviewed the trip details and sent a response via the inapp please check the help section of your app for fuher details appreciate your understanding,1
hey satish we understand this can be upsetting we have reviewed your concern and see that the mobile number you shared is not valid please share your registered phone number and email id via direct message we shall follow up,1
hey there we have addressed this issue and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey vivek sorry to hear about the trouble were you able to complete the trip,0
hey kishore we have reviewed your concern and also made a note of your feedback weve sent a response your way kindly check the help section of your app for an update,0
hey there glad we could help,1
hey srinath please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hi santosh were sorry to hear about the trouble youve been facing please sign in togtgo to my trips gtselect the trip in reference gttap on view detail gttap on resend receipt or request invoice for any fuher assistance please reach out to us,1
hey vikas please send us a direct message with your registered phone number and email id so that we can look into this for you,1
hey jatin as mentioned weve made a note of your feedback on the drivers profile we closely monitor such instances on a timely basis please be assured that were striving to improve your experience with us constantly,1
this ceainly isnt the intended experience harjot kindly help us with your registered mobile number over direct message with which trip was requested and also drop us a note via the help section of your app with the concerned trip in reference well look into it,1
hey hitesh we would suggest you to reach out to us at 7899900011 and our team will look into this for you,0
hey prithvi sorry to hear that your pickup wasnt as smooth as wed want it to be based on your feedback weve made a note on our point based model which will help us take necessary actions please be assured that were striving to improve your experience with us constantly,1
hey anirban we do monitor such instances on a timely basis and take appropriate actions we appreciate you bringing this to our notice also your feedback is what helps us make our platform better,1
hey there we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey this is concerning hope your friend is safe someone from our safety team will get in touch with you soon,1
hi ayush we understand you would like to use the upi google pay feature however this payment option is selectively available at this time please keep an eye out for it,1
hi asad we understand this can be upsetting drivers are encouraged to accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app along with the contact details well take this up,1
hey nitin weve fixed this for you and dropped the outstanding balance on your account kindly check the help section of your app for more details,1
hey jash we understand this can be upsetting we got in touch with the driverpaner and sent a response to the registered email id please ask the account holder to check the inbox of the registered email id for fuher details appreciate your understanding,1
hey hemang we have refunded the difference amount to your uber account as uber credits which can be viewed under the payment tab of your uber application please check the help section of the app for an update,1
hey there please share more details on your concern,1
happy to help,1
hey neeti please share your registered contact details via direct message and we will look into it,1
hey sharad we understand this can be upsetting driverpaners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey sorry to hear about the trouble kindly share your registered details with us via direct message we will get back to you,0
we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey brijal sorry to hear about the trouble kindly share your registered details with us via direct message we will follow up,0
hey ravindra were sorry to hear the trouble based on your feedback weve resolved this for you and necessary adjustments to the trip fare have been done from our end please check the inapp help section for an update,1
hey prasad we have fixed this for you kindly fire up the app and you should be able request your trips hassle free,1
hey gautam we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey we understand this can be upsetting driverpaners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey could you please share the screenshot of the error,1
hey aswin sorry to hear about the cancelled trip please drop us a note via the help section of the app and direct message us your registered contact details we will address your concern,0
hey can you please drop us a note using the help section of your app well address your concern,1
we understand such issues are never pleasant to deal with brijesh please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences weve made a note of this and well be bringing it to the concerned teams notice,1
hey weve sent you a response and you can view the same under the help section of your app please reve on the same thread for fuher assistance,1
hey there sorry to hear about the trouble this is definitely not the kind of experience we would like you to have could you please direct message us your registered contact number we will look into it,1
we understand such issues are never pleasant to deal with sharad please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences weve made a note of this and well be bringing it to the concerned teams notice,1
hey there we understand such issues are never pleasant to deal with please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hi we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey sharmistha sorry to hear about the trouble please drop us a note via the help section of your app also share your registered mobile number well look into it,1
could you please share the registered mobile number using which youve requested for the ride,1
hey weve sent you a response and you can view the same under the help section of your app please reve on the same thread for fuher assistance,1
hey uber is a 24 by 7 service you can request a ride from your location to any serviceable area if driverpaners are available near your area,1
hey suraj sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey krishnan weve fixed this issue for you by dropping the charges and have sent a response your way please check for the same under the help section of the app,1
hey mikin weve duly addressed your concerns and an update has been sent your way kindly refer to the help section of your uber app for fuher details,0
weve fixed this for you weve sent you an update and you can view the same under the help section of your app,0
could you please reve on the same thread for fuher assistance,1
hey could you please elaborate on your concern,1
hey could you please share your registered mobile number and drop us a note via,1
sorry to hear about the trouble vipin if there is any specific trip that youd like to repo please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey anoop sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey there sorry to hear about this unpleasant experience this is definitely not the kind of experience we would like you to have on our platform please share your registered details via direct message and drop us a note viawe will follow up,1
we understand that youd like to know about the actions taken jatin however due to our privacy policies well not be able to discuss the specifics rest assured weve made a note of your feedback and this has been duly addressed with the driverpaner,1
sorry for the trouble kundan our team is aware of the issue and were working to get back up and running as quickly as possible,0
hey himani in case if youve any concerns about a paicular trip please send across your phone number via direct message and drop us a note via the help section of your app with the trip in reference well get it addressed,1
glad we could be of help vikas,1
hey nabh in case if youve any concerns about a paicular trip please drop us a note via the help section of your app with the trip in reference well get it addressed,1
sorry for the trouble our team is aware of the issue and were working to get back up and running as quickly as possible,0
hey there please share your registered details we will look into this for you,1
hey amrutha based on your feedback weve refunded the trip fare for you and sent a response your way please refer to the inapp help section for fuher details and reve to the same thread for any fuher queries well be happy to help,1
hey arun sorry to hear about the trouble kindly let us know if theres a specific trip that you would like us to look into also share the registered details via direct message we will follow up,1
hi rajesh we understand this can be upsetting driver paners are encouraged to complete every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey there based on your feedback weve dropped the trip fare for you and sent a response your way please refer to the inapp help section for fuher details and reve to the same thread for any fuher queries well be happy to help,1
hi kurush we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey there if there is a specific trip you would like us to review please drop us a note via the help section of your app also could you please direct message us your registered mobile number well have this addressed,1
hey there based on your feedback weve initiated a refund please refer to the inapp help section for fuher details and reve to the same thread for any fuher queries well be happy to help,1
hi there were happy to assist you please help us with the contact number used to request this ride along with an alternate number vehicle number date and time of the trip also please share the email id attached to your uber account for fuher communication,1
sorry to hear about the trouble ninad this is definitely not the service wed like to provide please share your registered phone number and email address via direct message we will follow up,1
hey sorry to hear about the trouble we do monitor such instances on a timely basis and take appropriate actions also weve made a note about your feedback and will forward the same to the concerned team so we can have this looked into,1
hey krishanand we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey we see that a response has been sent your way please check the help section of your app and kindly reve to the same email thread,1
hey we do monitor such instances on a timely basis and take appropriate actions also weve made a note about your feedback and will forward the same to the concerned team so we can have this looked into,1
hey kurush sorry to hear that your pickup wasnt as smooth as wed want it to be based on your feedback weve made a note on our point based model which will help us take necessary actions please be assured that were striving to improve your experience with us constantly,1
hey sayanti we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
sorry to hear about the trouble amruta please share your registered phone number and email address via direct message we will look into this for you,1
hey stuti we understand this can be upsetting were always here to help please share your registered details via direct message also please share a screenshot of the error you are receiving we will get back to you,1
hey rohit sorry to hear about the trouble please drop us a note via the help section of the app for the trip in reference and we will have this addressed also share your registered contact details via direct message,1
hey asif weve fixed this for you we also see that a response has been sent your way please check the help section of your app and kindly reve to the same email thread in case of any fuher concern,1
hey vinod if there is a specific trip you would like us to review please drop us a note via the help section of your app also could you please direct message us your registered mobile number well have this addressed,1
hey amruta we have addressed this issue and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey there weve fixed this for you we also see that a response has been sent your way please check the help section of your app and kindly reve to the same email thread in case of any fuher concern,1
hey meghna we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey akhil sorry to hear about the trouble please drop us a note via the help section of the app and we will have this addressed also share your registered contact details via direct message,1
hey there in order for you to send us a direct message kindly click on the link which says send a private message once you click on it you can share your registered contact details via the same,1
hey there youre welcome,1
hey there youre welcome,1
hey mikin we are currently experiencing few issues with the ride pass while we are working towards fixing the issue could you please share a screenshot of the error that youre seeing on your screen while trying to purchase the ride pass,1
hey sonakshi could you please share your registered email id and phone number via a direct message well look into it,1
hey there if there is a specific trip you would like us to review please drop us a note via the help section of your app also could you please direct message us your registered mobile number well have this addressed,1
hey achin we understand this can be upsetting were always here to help please share your registered details via direct message along with the date and time of the trip in reference and well fix this for you,1
hey asim sorry to hear about the trouble kindly confirm the pick up and drop off locations from which you are trying to request for a ride we will follow up,0
anand promptly returned a phone that a rider left in his vehicle it made the riders day and anand an uberstar,1
hey arpan please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey varun were happy to assist you please help us with the contact number used to request this ride along with an alternate number vehicle number date and time of the trip also please share the email id attached to your uber account for fuher communication,1
hey asim wed suggest you to fire up your uber app and key in your pick up amp drop off locations and you should be able to access the feasibility of requesting a ride based on availability,0
hey akhil weve duly addressed your concerns and an update has been sent your way kindly refer to the help section of your uber app for fuher details,0
our team has duly addressed your concerns and an update has been sent your way kindly refer to the update for fuher details,0
sorry to hear about the hassle ninad our motive is to be a reliable and seamless mode of getting around your city and facing a cancellation isnt the kind of experience we would want for you 12,1
based on your experience we have made a note of your feedback and initiated a refund also we have sent a response via direct message please take a look 22,1
hey sanjay we understand that facing cancellations can be upsetting were always here to help you please share your registered details via direct message and also drop us a note via the help section of the app well take this up,1
hi ishan were sorry to know about your experience please drop us a note via the help section of your app and share your registered mobile number via direct message we will look into this right away,1
hey shivam please share the trip details and your registered number via direct message we will look into this for you,1
pleasure,1
hey shivam weve looked into this issue and have sent a response your way please check for the same under the help section of the app,1
hey arpan weve taken appropriate actions and have added inr 3000 as uber credits to your account please check for the response sent to the rider under the help section of the app,1
hey himanshu sorry to hear about the trouble please drop us a note via the help section of your app also share your registered mobile number well look into it,1
were sorry to hear about this experience aman please drop us a note via the help section of the app so we can have this issue addressed and take appropriate actions also please share your registered contact number and email id via direct message,1
wed like to have this addressed may we request you to provide us with your email addressmobile number associated with your uber account through dm direct message from there well be able to assist fuher,1
hey kundan weve duly addressed your concerns and an update has been sent your way kindly refer to the help section of your uber app for fuher details,0
hey there we understand that facing cancellations can be upsetting were always here to help you please share your registered details via direct message and also drop us a note via the help section of the app well take this up,1
hey karan sorry to hear about the trouble this is definitely not the kind of experience we would like you to have please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey aman weve fixed this issue for you by refunding the additional amount of the cancellation fee you will now be able to request rides as usual,1
hi deepak were happy to assist you please help us with the contact number used to request this ride along with an alternate number vehicle number date and time of the trip also please share the email id attached to your uber account for fuher communication,1
hi mohan were happy to assist you please help us with the contact number used to request this ride along with an alternate number vehicle number date and time of the trip also please share the email id attached to your uber account for fuher communication,1
sorry to hear about the trouble arindam please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
sorry to hear about the trouble qasim please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
sorry for the trouble our team is aware of the issue and were working to get back up and running as quickly as possible,0
hey salma could you help us with your email id so that we can update it on the account also to help us verify your account kindly help us with the pick up and drop for the last 2 trips with uber,1
sorry to hear about the trouble sahil as mentioned earlier please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey there in case if youve any concerns about a paicular trip please send across your phone number via direct message and drop us a note via the help section of your app with the trip in reference well get it addressed,1
hey anil could you please share a screenshot of the error that youre facing well get this addressed,1
hey there sorry to hear about the trouble reinstalling the app should fix this for you if the issue persists drop in a note via the inapp help section,0
hey there sorry to hear about this unpleasant experience this is definitely not the kind of experience we would like you to have on our platform please share your registered details via direct message and drop us a note viawe will follow up,1
hey we understand this can be upsetting may we suggest following these steps tap the menu icon on the app then tap your tripsgtgtunder past trips tap the cancelled tripgtgttap on review my cancellation feegtgt select the reasongtgt your cancellation fee will be reviewed,0
hey anurag we understand this can be upsetting were always here to help you please share your registered details via direct message and well fix this,1
hey there this is concerning hope you are safe please share your registered mobile number via direct message a member of our safety team will get in touch with you at the earliest,1
hey mayanka could you please elaborate your concern we will follow up,1
hey there the honesty and integrity of the uberstar gaurav speak volumes about his character were glad that such honesty exists till date and more happy that you have received your wallet we shall pass on your kind words to the driver,1
hey amit we have escalated the issue to the concerned team please keep an eye out for fuher updates,1
happy to help aman have a nice day,1
hey sorry to hear about the trouble please drop us a note via the inapp help section also share your registered contact details via direct message for us to assist you,1
hey sindhuja sorry to hear about the trouble please repo this via the inapp help section with the trip in reference and direct message us your registered contact details well follow up,1
hi tanya we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey there we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey prashanth weve adjusted the fare for the trip in reference and have sent an update your way via the inapp help section,0
hey aman were looking into this issue please give us some time while were working on this and well get back to you with an update at the earliest,1
hey aman we have dropped the outstanding balance on your account and also made a note of your feedback weve sent a response your way kindly check the help section of your app for an update,1
hey debjyoti we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey tej sorry to hear youve been facing cancellations we understand this can be upsetting please share your registered details via direct message and well look into this for you,1
hey shivang sorry to hear about the trouble kindly share your registered details via direct message well follow up,1
hey avinesh sorry to hear about the trouble kindly share your registered details via direct message well follow up,1
hey vijay sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey amit weve made the necessary changes to your account please try reinstalling the app and logging in with your credentials let us know if the issue persists we will follow up,1
hey shaunak we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hi viveck we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area 12,1
hey rashi sorry to hear about the experience kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey shamita sorry to hear about the trouble kindly share the registered details via direct message we will follow up,0
hey agnivo we understand your concern if there is a specific trip that you would like us to look into please let us know the date and time of the trip also kindly share your registered details via direct message we will follow up,1
hey were sorry to hear about the trouble please sign in togtgo to my trips gtselect the trip in reference gttap on view detail gttap on resend receipt or request invoice for any fuher assistance please reach out to us well be happy to help,1
hey we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hi harshal we have a ceain set of quality and safety standards that we expect all drivers to meet based on your feedback weve made a note on our pointbased model which will help us take necessary actions on the drivers profile,1
hey ektha sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey there please share your registered contact number with us via direct message also please provide us with a valid email address so that we can update it on your uber account for fuher communication,1
hey vishal that doesnt look right were always here to help please share your registered details via direct message and well look into this for you,1
hey ajinkya weve sent an update your way via the inapp help section based on your feedback weve made a note on our point based model which will help us take necessary actions please be assured that were striving to improve your experience with us constantly,1
hey vijay sorry to hear about the trouble weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
say it aloud with us “it’s not awkward to compare your uber ratings on a date valentinesday2020,0
hey there weve dropped the fare and sent a response your way kindly check the inapp help section for an update,1
hey this is ceainly what we dont expect as an experience on our platform your feedback plays an impoant role in helping us extend a positive and pleasant experience rest assured weve made a note of your feedback which will help us improve your experience in the future,1
also kindly share the registered details via direct message we will have this looked into22,1
were sorry to know about your experience arindam based on your feedback weve taken the necessary measures please refer to the direct message for fuher details,1
hey there we are unable to locate any account with the email address provided could you please share the registered email address on which you have been receiving the mails via direct message well follow up,1
hey avinesh sorry to hear about the hassle here cancellations do not reflect well on a driver paners account we do monitor such instances on a timely basis and take the necessary actions please be assured that were striving to improve your experience with us constantly,1
hey sorry to hear about the trouble please share your registered contact details via direct message we will look into this,1
will you be your valentine happy me day to you valentinesday,1
hey there we have adjusted the fare for the trip in reference and sent a response your way kindly check the help section of your app for an update,1
hey mohit based on your experience weve refunded the state tax charges to you in the form of uber credits and sent a response your way please refer to the inapp help section for fuher details and reve to the same thread for any fuher queries well be happy to help,1
hey amit we would surely be upset if our valentine is disappointed with us that said weve never been one to back down from commitment if the issue persists we are here for you,0
hey arpan sorry to hear that your pickup wasnt as smooth as wed want it to be based on your feedback weve made a note on our point based model which will help us take necessary actions please be assured that were striving to improve your experience with us constantly,1
hey harshal sorry to hear about the inconvenience driverpaners are encouraged to accept and complete every trip request to avoid any unpleasant experience for riders weve reviewed the trip details and made a note of your feedback 12,0
also our team has sent a response your way please refer to the help section of your app for fuher details appreciate your understanding 22,1
hey there we see that the email address shared is already associated with another uber account please share an active email address which you would prefer to have your account updated with via direct message for any fuher communication,1
we understand such issues are never pleasant to deal with mohit please be assured that were constantly working on improving your experience with us appreciate your patience in this regard,1
hey there happy to help please be assured that were constantly working on improving your experience with us appreciate your patience in this regard,1
hey there we have reviewed your concern and also made a note of your feedback weve sent a response your way kindly check the help section of your app for an update,0
hey harshal driver paners are not expected to ask for the drop off locations we do monitor such instances and appropriate actions are taken in this regard,1
hey there weve refunded the fare and sent a response your way kindly check the inapp help section for an update,1
hey mishra weve rechecked your account and couldnt find any signs of security issues please reset your uber account password by entering your email address here,1
hey sharat this not the kind of experience we would want for you to have on our platform we have refunded inr 90 to your payment method we have sent also sent a response your way please check the help section of the app for fuher details,1
hey tarun weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey pran were sorry to hear the trouble based on your feedback weve resolved this for you and the refund has been processed from our end please check the inapp help section for an update,1
thanks for taking the time to speak with us weve addressed your concern and you should see an update under the help section of your app,0
hey sharat we truly appreciate you taking the time to give us your feedback weve made a note of this and well be bringing it to the concerned teams notice thank you,1
hey we have sent an update has been sent to you please refer to your inapp help section for fuher details,1
hi sameer sorry to hear about the trouble please drop us a note via the help section of your app and kindly share your registered mobile number via direct message we will look into this,1
sorry to hear about this if there is a specific trip that youd like us to look into please drop a note via the inapp help section and our team will look into it,1
sorry to hear about the trouble sandeep wed like to have this addressed kindly drop us a note via the inapp help section and let us know once done,0
hello vaibhav we request you to kindly visit the nearest paner seva kendra for fuher help,1
hey there sorry to hear about the trouble please drop us a note via the inapp help section also do share your registered phone number and email address via direct message well look into this for you,1
hey jitendra could you please help us with more information about your concern well get it addressed,1
hey rupsa sorry to hear about the trouble this is definitely not the kind of experience we would like you to have please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey deepak we see that theres no email id linked to your account kindly share a valid email id which we can update on your behalf you should then be able to request rides as usual,1
hey anshul could you please help us with more information about your concern well get it addressed,1
hey amritha could you please help us with more information about your concern well get it addressed,1
hey dhara please drop us a note via the inapp help section also do share your registered phone number and email address via direct message well look into this for you,1
hey shivendra sorry to hear about the trouble this is definitely not the kind of experience we would like you to have please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey naresh please drop in a note from the inapp help section if you have not done so already also do share your registered phone number via direct message and our team will follow up,1
hey divyanshu sorry to hear about the trouble this is definitely not the kind of experience we would like you to have please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey there weve sent an update via the registered email id of the account in reference please reve to the same thread for fuher assistance,1
small gestures like these strengthens our faith in humanity and makes us do the right thing wed now do the right thing by thanking the driver paner and appreciating him for his honesty please send us your registered phone number and the trip details over a direct message,1
hey anup we understand this can be upsetting driver paners are encouraged to completeaccept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey vidushi please share the date and time of the trip so we can follow up immediately,1
happy to help,1
hey srikant we understand this can be upsetting driver paners are encouraged to completeaccept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey sorry to hear about the trouble could you please share your registered phone number via direct message also kindly drop a note via the inapp help section if you havent done so already,1
hey deepak we understand this can be upsetting were always here to help you please share your registered details via direct message and well fix this,1
sorry for the trouble sandeep our team is aware of the issue and were working to get back up and running as quickly as possible,0
sorry to hear about the trouble reshmi please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey gurdeep we are unable to locate your inapp query kindly reconfirm your registered contact details via direct message and we will have this addressed,1
sorry to hear about the hassle here this is absolutely not the so of experience wed like you to have please drop us a note via the help section of your app with the trip in reference and direct message us your registered phone number so we can take the necessary actions,1
sorry to hear about the trouble gurwinder please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey there sorry to hear about the trouble please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
sorry to hear about the trouble manak please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hi vishal were happy to assist you please help us with the contact number used to request this ride along with an alternate number vehicle number date and time of the trip also please share the email id attached to your uber account for fuher communication,1
hey we understand this can be upsetting driver paners are encouraged to completeaccept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey we are expanding our services we will get there soon,0
sorry to hear about the hassle here please drop us a note via the help section of your app with the trip in reference so we can take the necessary actions,0
hey sorry to hear about the hassle here were working on it well get back to you with an update at the earliest,1
hey there sorry to hear about the experience due to the lateness of the hour we are unable to reach out to you at this moment however one of our executives will reach out to you at the earliest thank you for your understanding,1
hey sujata were always here to help you please share your registered details via direct message and well fix this,1
could you please send us your registered email addressphone number via direct message well look into it,1
hey satish could you please share the date and time of the trip in concern,1
we understand your concern in order to clear the outstanding charge please reinstall the app and try requesting for a ride a pay now screen will pop up prompting you to clear the charge,1
hey darshan were working on this well get back to you with an update soon,1
hey gurdeep we have addressed your concern and sent a response your way via the inapp help section please check your app for an update,1
we would need your registered details to address your concern could you please send us your registered email addressphone number via direct message well look into it,1
hey srinivas thanks for the registered details could you please share a screenshot of the bank statementwallet statement that contains the charge which you are referring along with the status of the transactions via direct message,1
hey there please share your registered contact details through which the trip was requested via direct message well follow up,1
hey there were glad you reached your destination on time well pass on your words of appreciation to the driver,1
hey prakash we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
hey lalitta could you please share more details around your concern for us to assist you accordingly also share your registered contact details via direct message and we will follow up,1
hey vipul sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app well follow up,1
hey amit sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app for the trip in reference well follow up,1
hey there weve dropped the outstanding and sent a response your way kindly check the inapp help section for an update,1
hey there sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app for the trips in concern well follow up,1
hey namit we have adjusted the fare and have sent a response your way please check the help section of the app and if you have any fuher queries kindly reve to the same suppo message our team will get in touch,1
